width,height,subject_nr,participant_avatar_file,participant_avatar_gender,block_nr,rater_name,rater_file,ratee_type,other_ratee_name,other_ratee_file,liking,trial_nr,positive_left,positive_correct,pos_word,neg_word,correct_word,left_word,right_word,response,choice,chose_positive,accuracy,t_start_experiment,t_start_block,t_start_trial,t_response,likes_on_left,evaluation,t_ask_eval,t_eval_resp,attentional_check1,attentional_check2,avatar_selected_self_file,avatar_selected_other_file
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,9,1,1,tactful,tactless,tactful,tactful,tactless,59,tactless,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,10,1,1,enthusiastic,unenthusiastic,enthusiastic,enthusiastic,unenthusiastic,75,unenthusiastic,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,11,1,1,patient,impatient,patient,patient,impatient,84,impatient,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,12,0,1,flexible,strict,flexible,strict,flexible,93,flexible,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,13,1,1,helpful,selfish,helpful,helpful,selfish,16,helpful,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,14,1,1,tidy,messy,tidy,tidy,messy,38,tidy,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,15,1,1,smart,foolish,smart,smart,foolish,45,smart,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,16,0,1,warm-hearted,uncaring,warm-hearted,uncaring,warm-hearted,59,warm-hearted,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,17,0,1,alert,inattentive,alert,inattentive,alert,17,inattentive,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,18,0,1,approachable,unfriendly,approachable,unfriendly,approachable,81,approachable,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,19,1,1,rational,unrealistic,rational,rational,unrealistic,74,unrealistic,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,6,Isaac,male6,other,Tom,male14,like,20,1,0,brave,cowardly,cowardly,brave,cowardly,81,cowardly,FALSE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,1,69,1.75E+12,1.75E+12,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,1,1,1,thoughtful,inconsiderate,thoughtful,thoughtful,inconsiderate,28,thoughtful,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,2,1,1,settled,restless,settled,settled,restless,57,restless,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,3,1,0,cooperative,unhelpful,unhelpful,cooperative,unhelpful,49,cooperative,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,4,0,0,accurate,sloppy,sloppy,sloppy,accurate,59,accurate,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,5,0,0,competent,incompetent,incompetent,incompetent,competent,58,competent,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,6,0,0,loyal,disloyal,disloyal,disloyal,loyal,62,loyal,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,7,1,1,sensible,immature,sensible,sensible,immature,75,immature,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,8,0,1,modest,smug,modest,smug,modest,34,smug,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,9,0,1,honest,dishonest,honest,dishonest,honest,57,honest,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,10,0,1,productive,unproductive,productive,unproductive,productive,38,unproductive,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,11,0,1,talented,ordinary,talented,ordinary,talented,51,talented,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,12,0,0,sympathetic,mean,mean,mean,sympathetic,46,mean,FALSE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,13,0,0,curious,closed-minded,closed-minded,closed-minded,curious,75,curious,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,14,0,0,fair,bossy,bossy,bossy,fair,32,bossy,FALSE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,15,1,0,logical,irrational,irrational,logical,irrational,69,irrational,FALSE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,16,1,0,outgoing,unsociable,unsociable,outgoing,unsociable,0,outgoing,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,17,1,1,easygoing,irritable,easygoing,easygoing,irritable,0,easygoing,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,18,1,1,gentle,harsh,gentle,gentle,harsh,0,gentle,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,19,1,1,motivated,aimless,motivated,motivated,aimless,0,motivated,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,7,Jason,male10,other,Tom,male14,neutral,20,1,0,witty,dull,dull,witty,dull,0,witty,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,0,0,1.75E+12,1.75E+12,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,1,0,1,efficient,inefficient,efficient,inefficient,efficient,0,inefficient,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,2,0,1,sincere,fake,sincere,fake,sincere,0,fake,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,3,1,0,humble,arrogant,arrogant,humble,arrogant,0,humble,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,4,0,1,considerate,self-absorbed,considerate,self-absorbed,considerate,0,self-absorbed,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,5,0,1,neat,untidy,neat,untidy,neat,0,untidy,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,6,1,1,clever,silly,clever,clever,silly,0,clever,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,7,1,1,tolerant,intolerant,tolerant,tolerant,intolerant,0,tolerant,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,8,1,1,charming,disagreeable,charming,charming,disagreeable,0,charming,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,9,0,1,kind,cruel,kind,cruel,kind,0,cruel,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,10,0,1,laidback,aggressive,laidback,aggressive,laidback,0,aggressive,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,11,1,1,practical,impractical,practical,practical,impractical,0,practical,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,12,1,0,well-liked,unpopular,unpopular,well-liked,unpopular,0,well-liked,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,13,0,1,eager,passive,eager,passive,eager,0,passive,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,14,1,1,reliable,unreliable,reliable,reliable,unreliable,0,reliable,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,15,0,1,cheerful,gloomy,cheerful,gloomy,cheerful,0,gloomy,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,16,1,1,determined,indecisive,determined,determined,indecisive,0,determined,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,17,1,1,attentive,careless,attentive,attentive,careless,0,attentive,TRUE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,18,0,0,open-minded,stubborn,stubborn,stubborn,open-minded,0,stubborn,FALSE,TRUE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,19,1,0,bold,timid,timid,bold,timid,0,bold,TRUE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,,,,,100,0,,
1440,900,PurpleSleep,male2,m,8,Zara,female9,you,Tom,male14,like,20,0,1,calm,angry,calm,angry,calm,0,angry,FALSE,FALSE,1.75E+12,1.75E+12,1.75E+12,1.75E+12,1,44,1.75E+12,1.75E+12,100,0,,
1440,900,PurpleSleep,male2,m,-999,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,male5,male9
